run_id,start_time,end_time,duration_sec,collect_result,collect_exit,ok_count,total_count,fail_count,trade_date,send_flag,send_result,send_exit,error
20260824_234159,2026-08-24 23:41:59,2026-08-25 00:09:50,1670,FAILED,1,9,10,1,2026-08-24,NA,SKIPPED,NA,실패 단계: 요약 (summarize.py)
